0.600000	0.973674
0.685000	0.988668
0.730000	0.992576
0.280000	0.048006
0.190000	0.032767
0.550000	0.953858
0.640000	0.982412
0.415000	0.257194
0.775000	0.995024
0.235000	0.039201
0.100000	0.024771
0.955000	0.998916
0.865000	0.997715
0.145000	0.028190
0.460000	0.812652
0.370000	0.094651
0.820000	0.996655
0.325000	0.064504
0.505000	0.917072
0.595000	0.972152
0.910000	0.998467
0.595000	0.972108
0.730000	0.992614
0.190000	0.032614
0.235000	0.038634
0.100000	0.025111
0.640000	0.982669
0.910000	0.998448
0.460000	0.787372
0.820000	0.996619
0.325000	0.063204
0.505000	0.917976
0.145000	0.027993
0.775000	0.995002
0.370000	0.095561
0.955000	0.998943
0.280000	0.047664
0.550000	0.954386
0.685000	0.988615
0.415000	0.233749
0.865000	0.997722
0.109000	0.025440
0.950500	0.998884
0.356500	0.086629
0.208000	0.034611
0.455500	0.793536
0.307000	0.055894
0.703000	0.990477
0.653500	0.984554
0.010000	0.019150
0.604000	0.974796
0.851500	0.997479
0.406000	0.166009
0.802000	0.996040
0.059500	0.023132
0.505000	0.916450
0.158500	0.029522
0.901000	0.998320
0.554500	0.956102
0.752500	0.994016
0.257500	0.042248
0.570000	0.963626
0.420000	0.290119
0.532500	0.943583
0.322500	0.062798
0.450000	0.764060
0.315000	0.058838
0.547500	0.952374
0.435000	0.566055
0.390000	0.135691
0.375000	0.103479
0.517500	0.930726
0.577500	0.966389
0.307500	0.055294
0.502500	0.914381
0.555000	0.956374
0.405000	0.161861
0.397500	0.150609
0.487500	0.892359
0.337500	0.069278
0.412500	0.253360
0.345000	0.075011
0.510000	0.922507
0.352500	0.078620
0.585000	0.969027
0.382500	0.119438
0.540000	0.948065
0.360000	0.091302
0.300000	0.053178
0.495000	0.904517
0.457500	0.808417
0.330000	0.065117
0.592500	0.971520
0.562500	0.960485
0.480000	0.878055
0.367500	0.094624
0.525000	0.936877
0.442500	0.683578
0.472500	0.858996
0.465000	0.836680
0.427500	0.337120
0.575000	0.965536
0.312500	0.057836
0.537500	0.946664
0.275000	0.047004
0.362500	0.092707
0.200000	0.034202
0.400000	0.162877
0.225000	0.037111
0.325000	0.063858
0.425000	0.367429
0.262500	0.043289
0.350000	0.077128
0.412500	0.219935
0.337500	0.069825
0.237500	0.039267
0.287500	0.050099
0.212500	0.034980
0.562500	0.960404
0.375000	0.109742
0.475000	0.864317
0.387500	0.124690
0.525000	0.936977
0.462500	0.831173
0.450000	0.762404
0.250000	0.040990
0.437500	0.597074
0.487500	0.891604
0.550000	0.954266
0.587500	0.969900
0.512500	0.926096
0.500000	0.912868
0.300000	0.054553
