0	1.00000000000002e+00
1	1.81838245352289e-02
2	-6.61632608108778e-03
3	4.78211837712508e-04
4	-4.85831729275969e-03
5	6.71500508748230e-03
6	8.52965857967585e-03
7	3.30477579688569e-03
8	8.04074772526521e-03
9	3.21806073388867e-03
10	1.85964818865627e-03
11	1.40003686506317e-03
12	1.29188998519772e-02
13	2.03774681176459e-05
14	4.86096243485323e-03
15	-2.30253853879793e-03
16	-7.63190412942080e-04
17	1.91328341363421e-03
18	1.64559694239397e-03
19	2.59945347699848e-03
20	5.53521269585158e-03
21	1.17763772350588e-02
22	-4.25075642335935e-03
23	-7.36895419646025e-03
24	7.66135064153806e-03
25	-6.45399355658385e-03
26	1.63963437472709e-02
27	1.18808541801261e-02
28	-2.83676256271932e-03
29	7.22361630847575e-03
