-1292.06040000	5.70817513817734e-01	5.85936514540589e-03
-401.69319184	5.65131815383606e-01	5.83631821750702e-03
-227.96300488	5.81918931769188e-01	5.91831150848492e-03
-153.93883826	5.86854278916047e-01	6.40477559225627e-03
-112.92544865	5.90544304707930e-01	6.15218008911700e-03
-86.86721768	6.01993756527227e-01	6.21062038129786e-03
-68.84562999	6.18707919307577e-01	6.62184929200471e-03
-55.63954008	6.33593925433786e-01	6.65808757018695e-03
-45.54630857	6.49347762045166e-01	6.74668116168147e-03
-37.58135885	6.64737493369339e-01	6.46865653602741e-03
-31.13574104	7.09361066763432e-01	7.45739058289806e-03
-25.81257625	7.49466766223285e-01	8.20379102113081e-03
-21.34215345	7.77653637727684e-01	8.79275273166492e-03
-17.53475766	8.09845937719107e-01	8.84372099287794e-03
-14.25306630	8.70108606684942e-01	9.72069608380187e-03
-11.39523628	9.27518960603148e-01	1.13283464652796e-02
-8.88412941	1.01105879145931e+00	1.18251243876647e-02
-7.77315536	1.05263860545374e+00	1.28326849158536e-02
-7.47203968	1.08110991404819e+00	1.39279752110202e-02
-7.17568787	1.06679769160242e+00	1.31609078746478e-02
-6.88398572	1.08187577865887e+00	1.36115073067389e-02
-6.66025373	1.09087023614715e+00	1.39658503925898e-02
-6.59682667	1.09023933483412e+00	1.43420069444064e-02
-6.31410641	1.11482564158369e+00	1.37178218433191e-02
-6.03571887	1.13883367372446e+00	1.50702924668051e-02
-5.76156619	1.17482219470314e+00	1.55199991408820e-02
-5.49155436	1.20083445405068e+00	1.59931024918880e-02
-5.22558840	1.19884487686265e+00	1.58560821947661e-02
-4.96357990	1.21572972108159e+00	1.65407333128725e-02
-4.70544209	1.24938412782436e+00	1.81715716105330e-02
-4.67699501	1.27056668584470e+00	1.69953808923587e-02
-4.45108624	1.23544391121162e+00	1.57860139958683e-02
-4.20043072	1.28340650292476e+00	1.87178168040008e-02
-3.95339711	1.30385176387096e+00	1.83376108706218e-02
-3.70990575	1.30906639444057e+00	1.83405223411943e-02
-3.46988270	1.33815913415737e+00	1.86178626030161e-02
-3.23325520	1.41190311661913e+00	2.19387560687961e-02
-2.99994841	1.42779542206836e+00	2.29239451328130e-02
-2.89730471	1.44531953031936e+00	2.17465125651359e-02
-2.76989373	1.46502120689171e+00	2.22378504961511e-02
-2.54302523	1.51757572489573e+00	2.49098847942128e-02
-2.31927639	1.59286544129915e+00	2.78871271324484e-02
-2.09858253	1.66221392108440e+00	2.84857731398245e-02
-1.88088303	1.77586047351998e+00	3.12109881264117e-02
-1.66611812	1.87761096657089e+00	3.26474002415802e-02
-1.45422588	1.87518410376396e+00	3.16097631525291e-02
-1.29136967	2.01723660652584e+00	3.37848513549814e-02
