0.41575000	7.98989699074074e-02	1.31231360009271e-03
0.40975000	6.66119872685185e-02	8.54800617658589e-04
0.42100000	9.99580995370369e-02	1.88709470052149e-03
0.42550000	1.25858240740741e-01	2.69189139411391e-03
0.41950000	9.36710358796297e-02	1.62127452635207e-03
0.41725000	8.41058194444444e-02	1.40607992058541e-03
0.42850000	1.45773568287037e-01	3.25798499319670e-03
0.40375000	5.77102025462963e-02	6.49967281931816e-04
0.42400000	1.15179086805556e-01	2.48771170871953e-03
0.42925000	1.69790581018519e-01	4.12881711409590e-03
0.40900000	6.54561770833334e-02	8.23713624626751e-04
0.41800000	8.83457164351852e-02	1.55655035095116e-03
0.40825000	6.47629166666666e-02	8.30653149165875e-04
0.40150000	5.44807083333334e-02	5.78692913391251e-04
0.41350000	7.41137546296296e-02	1.11231471247076e-03
0.41500000	7.80882696759260e-02	1.27113123681581e-03
0.41650000	8.42150428240741e-02	1.38926670115736e-03
0.42775000	1.44937163194445e-01	3.31871728096863e-03
0.40225000	5.60806041666667e-02	6.33818321181131e-04
0.40300000	5.75248472222222e-02	6.56028665914484e-04
0.42175000	1.00543077546296e-01	1.93214186674980e-03
0.41425000	7.64198252314814e-02	1.18749741664729e-03
0.41050000	6.85813680555555e-02	9.08576265235595e-04
0.41125000	6.95877557870370e-02	9.14743768280399e-04
0.42700000	1.38610453703704e-01	2.98209277865897e-03
0.42325000	1.13781317129630e-01	2.33641550498473e-03
0.42625000	1.33492175925926e-01	3.01893339334845e-03
0.42250000	1.07234303240741e-01	2.13005487930985e-03
0.40750000	6.21987025462963e-02	8.23419199924421e-04
0.41275000	7.20062141203704e-02	1.03616506701389e-03
0.41200000	7.24580196759258e-02	1.01053498786760e-03
0.41875000	9.10933275462961e-02	1.60207928944065e-03
0.40525000	5.94092002314815e-02	7.31928985869908e-04
0.42025000	9.63217361111111e-02	1.83300697921816e-03
0.42475000	1.20021414351852e-01	2.54065721721769e-03
0.40075000	5.33085219907408e-02	5.54031095962511e-04
0.40000000	5.24675590277777e-02	5.39475649856337e-04
0.40675000	6.16254224537036e-02	7.79971603043100e-04
0.40450000	5.68930150462963e-02	5.92512398051079e-04
0.40600000	5.93421238425927e-02	7.00886613332707e-04
