0.00000000	4.09119622395833e-02	2.36220368563248e-04
1.00000000	3.46245607108411e-02	1.99922805920499e-04
2.00000000	2.93394533034336e-02	1.69412708706109e-04
3.00000000	2.48631135271991e-02	1.43573419916412e-04
4.00000000	2.10665783227238e-02	1.21660701064720e-04
5.00000000	1.78438171055170e-02	1.03062121626101e-04
6.00000000	1.51079622106482e-02	8.72753792688591e-05
7.00000000	1.27903935088735e-02	7.39040504915837e-05
8.00000000	1.08271281153549e-02	6.25789805016429e-05
9.00000000	9.16514814814815e-03	5.29953891306825e-05
10.00000000	7.75824061535493e-03	4.48877684643905e-05
11.00000000	6.56412675540123e-03	3.80121095476948e-05
12.00000000	5.54986121720679e-03	3.21782089975940e-05
13.00000000	4.69001732253086e-03	2.72402795970304e-05
14.00000000	3.96235435956790e-03	2.30700277159780e-05
15.00000000	3.34543661747685e-03	1.95414499836679e-05
16.00000000	2.82180143711420e-03	1.65483935578124e-05
17.00000000	2.37744456500772e-03	1.40075744776999e-05
18.00000000	1.99979650366512e-03	1.18528620894437e-05
19.00000000	1.68131800733025e-03	1.00471974326073e-05
20.00000000	1.41149028742284e-03	8.52904119947438e-06
21.00000000	1.17945367959105e-03	7.23236627875121e-06
22.00000000	9.80637832754630e-04	6.13131655280647e-06
23.00000000	8.11485551697531e-04	5.21193845741686e-06
24.00000000	6.68383241705247e-04	4.46444538605323e-06
25.00000000	5.47773779899691e-04	3.87184460181390e-06
26.00000000	4.47066425540123e-04	3.41288756254755e-06
27.00000000	3.60900728202161e-04	3.05382780718647e-06
28.00000000	2.87630121527778e-04	2.78287099694670e-06
29.00000000	2.25341575038580e-04	2.58071137509013e-06
