0	1.45012380065185e+00	-nan
1	1.44998402109630e+00	-nan
2	1.44996350435556e+00	-nan
3	1.44995540645926e+00	-nan
4	1.44995379176296e+00	-nan
5	1.44995423442963e+00	-nan
6	1.44995704770370e+00	-nan
7	1.44995985896296e+00	-nan
8	1.44996058050370e+00	-nan
9	1.44995958945185e+00	-nan
10	1.44995616130370e+00	-nan
11	1.44995797522963e+00	-nan
12	1.44995645582222e+00	-nan
13	1.44995596077037e+00	-nan
14	1.44995681481482e+00	-nan
15	1.44995459045926e+00	-nan
16	1.45024876811852e+00	-nan
17	1.44998259792593e+00	-nan
