0	3.81400343578262e-02	1.12319192582546e-02
1	2.84034273152860e-02	9.69379034501245e-03
2	2.12538157541217e-02	8.34174936109632e-03
3	1.57287060451862e-02	7.20494573138691e-03
4	1.14111064522695e-02	6.24277848837834e-03
5	8.23690535314472e-03	5.25104731690179e-03
6	5.87165699165479e-03	4.20107666343200e-03
7	4.04834764909424e-03	3.28771135251322e-03
8	2.69625971911256e-03	2.53949150189826e-03
9	1.65753568084673e-03	1.57596161584110e-03
10	8.53408589456545e-04	-nan
11	3.27844331365764e-04	-nan
12	1.01038469366985e-04	-nan
13	-1.70276409525749e-05	-nan
14	-1.85894809688581e-04	-nan
15	-1.60986281294525e-04	-nan
16	1.14155668634236e-04	-nan
17	2.05763077549359e-04	-nan
18	4.76438021575414e-05	1.86489506741791e-02
19	3.51955627111744e-02	1.55518503868063e-02
20	2.57303991044169e-02	1.33532240293864e-02
