0	1.39371844333333e-02	8.04686610713197e-04
1	6.19104627500000e-03	3.57478852246101e-04
2	2.75064407500000e-03	1.58882888802265e-04
3	1.22460325833333e-03	7.08617292138654e-05
4	5.45949375000000e-04	3.18712966630718e-05
5	2.41982716666667e-04	1.46884265710922e-05
6	1.07324225000000e-04	7.64180422268318e-06
7	4.84189666666667e-05	5.27216462211347e-06
8	2.23021166666667e-05	4.65081301887752e-06
9	1.21331083333333e-05	4.59308083175357e-06
10	1.06870750000000e-05	4.97391240308752e-06
11	5.67790833333333e-06	5.17313144180259e-06
12	-5.85500000000000e-07	4.82122494093681e-06
13	-1.57452499999999e-06	4.62858267903230e-06
14	-1.09175833333332e-06	4.71312144707905e-06
15	-5.39666666666665e-07	4.61013569009252e-06
16	4.62841666666674e-07	4.49612306098573e-06
17	3.54516666666674e-07	4.36176900518708e-06
18	4.96475000000001e-07	4.42462685618159e-06
19	4.99939166666667e-06	4.55568966896005e-06
20	9.93392499999999e-06	4.67416323599792e-06
21	1.42350000000000e-05	4.80844250482651e-06
22	1.62338166666667e-05	4.52076773069447e-06
23	1.48156750000000e-05	4.40012144759842e-06
24	1.51158083333333e-05	4.49059303726596e-06
