0	4.20485982814815e-02	9.95709778777574e-03
1	3.05881694814815e-02	8.63176240635755e-03
2	2.21585946074074e-02	7.50321746823440e-03
3	1.61341035851852e-02	6.49544290896313e-03
4	1.16144059259259e-02	5.51850656073315e-03
5	8.10075994074075e-03	4.75320826350242e-03
6	5.59029854814814e-03	3.89681755204060e-03
7	3.80191004444444e-03	2.71483011430755e-03
8	2.38611674074074e-03	1.60443513626252e-03
9	1.28139330370370e-03	1.17051731092341e-03
10	4.83238992592593e-04	9.43223722331150e-04
11	2.57679407407408e-05	-nan
12	-1.70573155555555e-04	-nan
13	-2.10617362962963e-04	-nan
14	-7.06497185185186e-05	2.00161552848907e-02
15	2.31314962962963e-04	1.71223445222138e-02
16	4.08000843851852e-02	1.40999116324171e-02
17	2.99576373333333e-02	1.22274765455415e-02
