1	1.62432047176713e-05
2	1.67707483136576e-05
3	1.71837612735359e-05
4	1.74772465794809e-05
5	1.73593518744209e-05
6	1.74710507906071e-05
7	1.77987822385108e-05
8	1.79494483480699e-05
9	1.78294789399618e-05
10	1.77671915338390e-05
11	1.77177747071522e-05
12	1.76468461385263e-05
13	1.78247816554762e-05
14	1.79265990933213e-05
15	1.75827456551097e-05
16	1.78641118447076e-05
17	1.77383238822008e-05
18	1.77135404291910e-05
19	1.78447046951145e-05
20	1.77205273623584e-05
21	1.77273476855103e-05
22	1.75727986436964e-05
23	1.78108169247151e-05
24	1.81543000194010e-05
25	1.76303612413309e-05
26	1.74960555994317e-05
27	1.79370687781083e-05
28	1.81689919701267e-05
29	1.75984284544016e-05
30	1.77787339202065e-05
31	1.84938291663594e-05
32	1.77601923976110e-05
33	1.76097344347588e-05
34	1.84887613082944e-05
35	1.79377682063167e-05
36	1.77478726594369e-05
37	1.80923431139265e-05
38	1.77609181043959e-05
39	1.81239055953606e-05
40	1.79737886935386e-05
41	1.80373609625942e-05
42	1.78742549045152e-05
43	1.78998125540158e-05
44	1.78219625612263e-05
45	1.76874177125923e-05
46	1.77770859894860e-05
47	1.76441179799126e-05
48	1.82338663115955e-05
49	1.77750342417125e-05
50	1.78793589090909e-05
51	1.78253160037244e-05
52	1.74317671916983e-05
53	1.76785198754115e-05
54	1.78967687251059e-05
55	1.80402454779263e-05
56	1.86133224764256e-05
57	1.80153713392539e-05
58	1.78318072515115e-05
59	1.82797901111023e-05
60	1.82062244853587e-05
61	1.77460290653684e-05
62	1.79028589393874e-05
63	1.86343292108370e-05
64	1.82417058809755e-05
65	1.81214526646566e-05
66	1.76478630470631e-05
67	1.82140274040641e-05
68	1.87582903381697e-05
69	1.84590283544358e-05
70	1.83822606516091e-05
71	1.86004624027211e-05
72	1.86651915615223e-05
73	1.80579326447181e-05
74	1.87479746498614e-05
75	1.84218295639609e-05
76	1.77598289890523e-05
77	1.88596118217504e-05
78	1.82805939349865e-05
79	1.89756274449464e-05
80	1.85290207512386e-05
81	1.84871584828991e-05
82	1.89253530351036e-05
83	1.91424712865866e-05
84	1.89507095564347e-05
85	1.92766542108862e-05
86	1.87892314919046e-05
87	1.86852110301049e-05
88	1.86717184232080e-05
89	1.95442129041600e-05
90	1.84700400921851e-05
91	1.84363340686339e-05
92	1.82684594980888e-05
93	1.83912746052737e-05
94	1.78804154618033e-05
95	1.78160047295733e-05
96	1.86206235538918e-05
97	1.98225414674655e-05
98	1.97690010100575e-05
99	1.85099367467282e-05
