1	2.16180298027117e-05
2	2.64685810870750e-05
3	2.93516428693479e-05
4	3.10078251066244e-05
5	3.21403760499545e-05
6	3.30784304535671e-05
7	3.40279113982502e-05
8	3.38923604308716e-05
9	3.41159080584450e-05
10	3.46575176833298e-05
11	3.59437398212276e-05
12	3.51921757658788e-05
13	3.55100918937676e-05
14	3.60059156343865e-05
15	3.61112759640875e-05
16	3.60807347522604e-05
17	3.66837941058637e-05
18	3.64679860741157e-05
19	3.63853106882999e-05
20	3.61932902768448e-05
21	3.68276236728844e-05
22	3.73049597347585e-05
23	3.67189297652977e-05
24	3.65788610186278e-05
25	3.70559953410704e-05
26	3.61147441995581e-05
27	3.70180154562554e-05
28	3.72548847696483e-05
29	3.77185346087013e-05
30	3.62955779951583e-05
31	3.64612662561129e-05
32	3.74640576208952e-05
33	3.77935638018092e-05
34	3.69754935790786e-05
35	3.74774460888133e-05
36	3.83692334971659e-05
37	3.80366103345763e-05
38	3.73618188726907e-05
39	3.80438319007593e-05
40	3.75487059171434e-05
41	3.76007226064410e-05
42	3.85268789109462e-05
43	3.83453808112785e-05
44	3.87072373320621e-05
45	3.73054275738458e-05
46	3.87305361423876e-05
47	3.72265657560541e-05
48	3.73320811264129e-05
49	3.71863324487863e-05
50	3.87052349329708e-05
51	3.80512194170013e-05
52	3.68900508671279e-05
53	3.77848445831715e-05
54	3.86628562162723e-05
55	3.89845614715661e-05
56	3.83126117862029e-05
57	3.85425609580397e-05
58	3.74396884417546e-05
59	3.79870738743026e-05
60	3.79131492344917e-05
61	3.86615980432361e-05
62	3.79813537359323e-05
63	3.79414743964667e-05
64	3.88844914600806e-05
65	3.78440890730802e-05
66	3.82332936185735e-05
67	3.87865572468461e-05
68	3.86239882451843e-05
69	3.95627858829954e-05
70	3.73638112482927e-05
71	3.58642381080878e-05
72	3.74312569405487e-05
73	3.94628976770826e-05
74	3.73127743849697e-05
75	3.79587671870658e-05
76	3.71139956723483e-05
77	4.01619810221183e-05
78	3.87016275102982e-05
79	3.86914865956385e-05
80	3.85434326996949e-05
81	3.82101803524152e-05
82	3.74607617381008e-05
83	3.64994882183816e-05
84	3.74353228224823e-05
85	3.67797208201381e-05
86	3.89889930823809e-05
87	3.73447773848170e-05
88	3.95125739557543e-05
89	3.75525384600973e-05
90	3.78471618216195e-05
91	3.72917397434228e-05
92	3.73542727636207e-05
93	3.66987414964996e-05
94	3.59731261388180e-05
95	3.71370740649002e-05
96	3.73438497554814e-05
97	3.82886758321826e-05
98	3.92192515278559e-05
99	3.69112532998930e-05
