0	1.00000000001070e+00
1	3.48056255676798e-01
2	1.22702398398599e-01
3	3.98584273007557e-02
4	8.93420071258392e-03
5	8.94438920376839e-03
6	1.01381354769664e-03
7	1.34984875952040e-03
8	-2.93975974466334e-04
9	-7.30213069325156e-03
10	1.75170501806768e-03
11	-5.90844126165499e-03
12	4.23514502673764e-03
13	-1.10134571067132e-02
14	-1.55820159004334e-02
15	-5.77756292509368e-03
16	-9.48174169730438e-04
17	-1.92933395993201e-03
18	-8.00229227895201e-03
19	-1.78930456524072e-02
20	-1.66357441908318e-02
21	-1.09326819286239e-02
22	7.26818495450461e-03
23	5.46358590520333e-03
24	-1.17513180812575e-02
25	-1.08495565253256e-02
26	-6.29551209605848e-03
27	-7.84247139129031e-03
28	-4.07511938698379e-03
29	-1.45970039897392e-02
