0	6.10066550938439e-01	1.06247216827641e-01
1	6.07046792229730e-01	1.05721315706261e-01
2	6.05203661936937e-01	1.05400334582025e-01
3	6.03921390615616e-01	1.05177030889073e-01
4	6.02975431681682e-01	1.05012295078383e-01
5	6.02259207094595e-01	1.04887566780055e-01
6	6.01708896621622e-01	1.04791732769602e-01
7	6.01273791028529e-01	1.04715960087537e-01
8	6.00929980180181e-01	1.04656087384546e-01
9	6.00663836186187e-01	1.04609741342135e-01
10	6.00445310285285e-01	1.04571688003444e-01
11	6.00264329166667e-01	1.04540175347246e-01
12	6.00119911861862e-01	1.04515029755069e-01
13	6.00005364451952e-01	1.04495086956231e-01
14	5.99911323723724e-01	1.04478717938676e-01
15	5.99831540953454e-01	1.04464830218567e-01
16	5.99766374774775e-01	1.04453485950007e-01
17	5.99715057582583e-01	1.04444551837511e-01
18	5.99673556118619e-01	1.04437327297801e-01
19	5.99635997222223e-01	1.04430789732910e-01
20	5.99608134834835e-01	1.04425937595412e-01
21	5.99585739939940e-01	1.04422037260401e-01
22	5.99563700337838e-01	1.04418199587066e-01
23	5.99546152702703e-01	1.04415143324994e-01
24	5.99529960210210e-01	1.04412324780675e-01
