0	1.82674909309309e-01	3.25952678496269e-02
1	1.76821641541542e-01	3.15510816274695e-02
2	1.71526531131131e-01	3.06064912455185e-02
3	1.66561529229229e-01	2.97208072836192e-02
4	1.61844940540541e-01	2.88794510201019e-02
5	1.57332885735736e-01	2.80745970394923e-02
6	1.52999999399399e-01	2.73017066803138e-02
7	1.48838461811812e-01	2.65593863348018e-02
8	1.44838457407407e-01	2.58458731635064e-02
9	1.40994387637638e-01	2.51601849381945e-02
10	1.37303712412412e-01	2.45019039719085e-02
11	1.33758333333333e-01	2.38695838333708e-02
12	1.30345892592593e-01	2.32609983003606e-02
13	1.27058205705706e-01	2.26746452264919e-02
14	1.23897899099099e-01	2.21109947561919e-02
15	1.20862302652653e-01	2.15696058817877e-02
16	1.17944068468468e-01	2.10491718376470e-02
17	1.15139249699700e-01	2.05489866396616e-02
18	1.12449385535536e-01	2.00693468828960e-02
19	1.09864252702703e-01	1.96084200061614e-02
