0	9.99999999814398e-01
1	4.01538914991381e-01
2	1.30174275418684e-01
3	-3.53815748383205e-03
4	-6.88663312703386e-02
5	-9.86868263187952e-02
6	-1.10987527673968e-01
7	-1.40439390363073e-01
8	-1.68544677088588e-01
9	-1.62462432718147e-01
10	-1.85519654077810e-01
11	-1.24498082808787e-01
12	-4.45484133378461e-02
13	-5.06976060765410e-03
14	5.66890799229105e-02
15	1.17211885604063e-01
16	1.89085851874496e-01
17	2.03446540551390e-01
18	2.15044118204235e-01
19	1.94623094365751e-01
20	2.25333708975132e-01
21	2.29199817518508e-01
22	2.10989816699812e-01
23	1.94961119119944e-01
24	1.92839089526362e-01
25	2.33035483471902e-01
26	1.56713451887253e-01
27	1.08578458520536e-01
28	1.22119436898506e-01
29	1.48244966026702e-01
30	1.46527480104243e-01
31	1.28593855904681e-01
32	1.33070537199392e-01
33	1.75328412491544e-01
34	2.72633563114932e-01
35	3.32850641597270e-01
36	3.90174147137148e-01
37	4.77021440987165e-01
38	5.62336274758064e-01
39	5.81616441159272e-01
40	5.71456655142062e-01
41	5.54496412565851e-01
42	4.47955145960216e-01
43	4.43291637213012e-01
44	4.48938747957065e-01
45	4.09894165743889e-01
46	3.82954313553255e-01
47	3.31629905494985e-01
48	3.02986084647405e-01
49	2.59985590269347e-01
