0	5.42455186500000e-02	1.52827987220396e-02
1	4.49426570500000e-02	1.39735407080366e-02
2	3.71015809500000e-02	1.27716033100138e-02
3	3.05970504000000e-02	1.16149488121821e-02
4	2.50980613500000e-02	1.05459604062923e-02
5	2.05011201500000e-02	9.55721884169521e-03
6	1.66971550000000e-02	8.61219298621511e-03
7	1.35089421500000e-02	7.76803178092910e-03
8	1.08598134000000e-02	6.96690331485170e-03
9	8.62728145000000e-03	6.18834324985869e-03
10	6.65326165000000e-03	5.40287988758089e-03
11	5.02502420000000e-03	4.46940317773232e-03
12	3.75128055000000e-03	3.31662965931392e-03
13	2.59902295000000e-03	1.85145700462002e-03
14	1.66679430000000e-03	-nan
15	9.43681150000001e-04	-nan
16	2.65881200000000e-04	-nan
17	-3.47690450000000e-04	-nan
18	-7.98723100000000e-04	-nan
19	-9.61413550000000e-04	-nan
20	-9.79394600000000e-04	-nan
21	-9.51553649999999e-04	-nan
22	-8.77215650000001e-04	2.13577683967651e-02
23	4.54769007500000e-02	1.89794726142619e-02
24	3.78346466500000e-02	1.74363460193167e-02
