0	2.88806920500000e-02	9.79359056830465e-03
1	2.07003402000000e-02	8.32107519165015e-03
2	1.47653606500000e-02	7.00997520490310e-03
3	1.04640195000000e-02	5.88059636731687e-03
4	7.48206995000000e-03	4.96078922433572e-03
5	5.45760695000000e-03	4.23829115989499e-03
6	3.92761220000000e-03	3.63679641368094e-03
7	2.70807115000000e-03	2.94887716254448e-03
8	1.82873335000000e-03	2.30725426667709e-03
9	1.16837955000000e-03	1.81628716628948e-03
10	8.25371250000000e-04	1.54343558348183e-03
11	8.13810300000000e-04	1.40998036551455e-03
12	7.84108700000000e-04	1.39786410442934e-03
13	5.58006400000000e-04	9.65861374845538e-04
14	2.52841600000000e-04	-nan
15	-6.09615500000001e-05	-nan
16	-2.46794700000000e-04	-nan
17	-3.56895200000000e-04	-nan
18	-4.89946200000000e-04	-nan
19	-4.68875000000000e-04	-nan
20	-3.73294100000000e-04	-nan
21	-3.70973150000000e-04	-nan
22	-4.41552550000000e-04	1.68355058421540e-02
23	2.82541071000000e-02	1.39853570019882e-02
24	2.01705402000000e-02	1.19048295733704e-02
