0	3.54557542000000e-02	1.15192317124890e-02
1	2.69283305000000e-02	1.00112780532101e-02
2	2.04644527000000e-02	8.70625469487616e-03
3	1.55990093500000e-02	7.55537907722918e-03
4	1.19942358500000e-02	6.53805322622846e-03
5	9.27750895000000e-03	5.62803246543849e-03
6	7.08913554999999e-03	4.85438340224852e-03
7	5.35167760000000e-03	4.22578170649611e-03
8	4.06199090000000e-03	3.57288859019843e-03
9	3.14723435000000e-03	3.11253184607448e-03
10	2.52471695000000e-03	2.94164128957151e-03
11	2.14996980000000e-03	2.89816820231599e-03
12	1.91033845000000e-03	2.79710609814369e-03
13	1.57461565000000e-03	2.28368514767224e-03
14	1.03550985000000e-03	1.48694945328056e-03
15	5.56718400000000e-04	-nan
16	2.75473700000000e-04	-nan
17	5.92057999999999e-05	-nan
18	-1.67355750000000e-04	-nan
19	-3.59475550000000e-04	-nan
20	-5.72314300000000e-04	-nan
21	-7.78487550000000e-04	-nan
22	-8.55212850000000e-04	1.81518925699857e-02
23	3.31504668000000e-02	1.54623132092393e-02
24	2.50190838000000e-02	1.35706107970034e-02
