0	2.69349657500000e-02	9.50579297678864e-03
1	1.90521798500000e-02	8.09599237293931e-03
2	1.35796983000000e-02	6.76014329478516e-03
3	9.66803394999999e-03	5.58483537515157e-03
4	6.98263605000000e-03	4.62162038393737e-03
5	5.09575975000000e-03	3.84123857614926e-03
6	3.71821100000000e-03	3.33743826980669e-03
7	2.80999205000000e-03	2.75125077543964e-03
8	2.18328650000000e-03	1.95170942539442e-03
9	1.73261905000000e-03	1.61417048770678e-03
10	1.42447470000000e-03	1.48415040436295e-03
11	1.20702765000000e-03	1.63668651824603e-03
12	1.01934105000000e-03	1.68492639640300e-03
13	8.49934550000000e-04	8.52046136308551e-04
14	6.69416250000001e-04	-nan
15	5.06087050000000e-04	-nan
16	3.43969150000000e-04	-nan
17	1.55761200000000e-04	-nan
18	-4.38450000000000e-05	-nan
19	-2.57447700000000e-04	1.94997903044718e-04
20	-3.26068450000000e-04	-nan
21	-1.81534650000000e-04	-nan
22	2.58861000000002e-05	1.64425899215315e-02
23	2.71015472000000e-02	1.35489693813558e-02
24	1.90952356000000e-02	1.15298686709127e-02
