0	3.88513740500000e-02	1.22734472853595e-02
1	3.00630024500000e-02	1.08146497971050e-02
2	2.32284968500000e-02	9.49918546048385e-03
3	1.79700730500000e-02	8.33366573977868e-03
4	1.39225617000000e-02	7.25324006236806e-03
5	1.08428719500000e-02	6.26739481557516e-03
6	8.44629790000000e-03	5.40131043366736e-03
7	6.56570445000000e-03	4.65830639161518e-03
8	5.12850000000000e-03	3.95070496648454e-03
9	3.97566495000000e-03	3.24948027924330e-03
10	2.99957405000000e-03	2.57902461676979e-03
11	2.23675695000000e-03	1.91991800879008e-03
12	1.66253205000000e-03	1.62005548680300e-03
13	1.14812885000000e-03	1.14639498293969e-03
14	7.30473150000000e-04	-nan
15	5.50691400000001e-04	-nan
16	5.43435500000000e-04	-nan
17	5.11150300000000e-04	-nan
18	4.05668900000000e-04	-nan
19	2.21817600000000e-04	-nan
20	-4.39921500000001e-05	-nan
21	-1.68708900000000e-04	-nan
22	-1.19346050000000e-04	1.87531180413469e-02
23	3.51682798000000e-02	1.61356743610607e-02
24	2.72796902000000e-02	1.42706534196283e-02
