0	4.06573330500000e-02	1.28327248138603e-02
1	3.17901698500000e-02	1.14516433347779e-02
2	2.48710816500000e-02	1.02241706195726e-02
3	1.94502355000000e-02	9.14518796287858e-03
4	1.52986837000000e-02	8.17533432897611e-03
5	1.21581488500000e-02	7.32662488162278e-03
6	9.72287775000000e-03	6.58428550704120e-03
7	7.76853975000000e-03	5.91197857426753e-03
8	6.25365910000000e-03	5.25721811735197e-03
9	5.07810195000000e-03	4.60720199067686e-03
10	4.06258325000000e-03	3.91886554120260e-03
11	3.15493700000000e-03	3.06676750901611e-03
12	2.28988825000000e-03	2.02286259038937e-03
13	1.50070355000000e-03	6.22885857014156e-04
14	9.12473600000000e-04	-nan
15	5.34117000000000e-04	-nan
16	2.84439800000000e-04	3.97436359251166e-04
17	1.45130250000000e-04	6.04778216369886e-04
18	6.91272499999999e-05	4.87210922297537e-04
19	-1.76627200000000e-04	-nan
20	-5.23012900000000e-04	-nan
21	-7.22673799999999e-04	-nan
22	-7.92778300000000e-04	1.92232394643869e-02
23	3.63286357500000e-02	1.66562911580144e-02
24	2.84409541500000e-02	1.48628116171275e-02
