0	3.05494013500000e-02	1.02285504526208e-02
1	2.22720412500000e-02	8.76244846822785e-03
2	1.62969990000000e-02	7.44170460880887e-03
3	1.18630563000000e-02	6.26817994422232e-03
4	8.45493680000000e-03	5.34771944170114e-03
5	5.89366465000000e-03	4.52638545206513e-03
6	4.03607305000000e-03	3.71156458733180e-03
7	2.67584295000000e-03	2.97223975345032e-03
8	1.73671800000000e-03	2.44980770406345e-03
9	1.10861600000000e-03	1.81895623611738e-03
10	5.39668650000000e-04	5.80089684143073e-04
11	6.44706000000002e-05	-nan
12	-2.16630050000000e-04	-nan
13	-4.06441550000000e-04	-nan
14	-5.21757850000000e-04	-nan
15	-4.41149950000000e-04	-nan
16	-1.78566950000000e-04	-nan
17	5.53186000000003e-05	-nan
18	1.73490550000000e-04	-nan
19	2.12375000000000e-04	-nan
20	1.81714100000000e-04	-nan
21	1.45480000000000e-04	-nan
22	1.18002050000000e-04	1.72828295773414e-02
23	2.95338884500000e-02	1.44425876649376e-02
24	2.13831051000000e-02	1.23213433838965e-02
