0	2.55470610000000e-02	9.46542847914525e-03
1	1.76564059500000e-02	8.12540689752423e-03
2	1.22095787000000e-02	7.00659287052424e-03
3	8.51525495000000e-03	6.09080806778032e-03
4	5.98156350000000e-03	5.28106758504414e-03
5	4.18212885000000e-03	4.54576005434842e-03
6	2.82791360000000e-03	3.78990959881391e-03
7	1.72044255000000e-03	2.97231702346314e-03
8	8.55997900000000e-04	2.25214106192875e-03
9	3.66179150000000e-04	1.79582278501738e-03
10	9.52163500000001e-05	1.48953717089747e-03
11	-1.83627950000000e-04	-nan
12	-3.70980300000000e-04	-nan
13	-3.95736850000001e-04	-nan
14	-3.92297450000001e-04	-nan
15	-3.86239550000000e-04	-nan
16	-3.78175150000000e-04	-nan
17	-3.54701650000000e-04	-nan
18	-3.00733300000000e-04	-nan
19	-1.17955800000000e-04	-nan
20	2.35673100000000e-04	-nan
21	4.78434750000000e-04	-nan
22	4.46054300000000e-04	1.64158038047860e-02
23	2.62645730000000e-02	1.35008568420262e-02
24	1.82964015500000e-02	1.13797558778738e-02
