0	2.51045620500000e-02	8.98019512449147e-03
1	1.73504997500000e-02	7.54040627734848e-03
2	1.20849735000000e-02	6.27887895751033e-03
3	8.47804790000001e-03	5.30460179585373e-03
4	6.06692220000000e-03	4.57885142717648e-03
5	4.43751750000000e-03	3.90403652694293e-03
6	3.19178360000000e-03	3.31294897292016e-03
7	2.24083750000000e-03	2.98215657697805e-03
8	1.56943890000000e-03	2.81560027406364e-03
9	1.20957955000000e-03	2.68250447061313e-03
10	1.02558695000000e-03	2.38815368219977e-03
11	6.66197500000000e-04	1.81124691684282e-03
12	2.98156500000000e-04	1.10441408174176e-03
13	9.57886500000001e-05	8.15695643043346e-04
14	7.38378499999999e-05	1.02721550112469e-03
15	2.12137800000000e-04	1.25361466473954e-03
16	3.88756200000000e-04	1.46774567495210e-03
17	5.45062350000000e-04	1.08977529086541e-03
18	6.23776450000000e-04	-nan
19	5.46176150000000e-04	-nan
20	4.39483200000000e-04	-nan
21	4.27576450000000e-04	-nan
22	3.57408300000000e-04	1.60683306246780e-02
23	2.59420289000000e-02	1.30557171695078e-02
24	1.77118579500000e-02	1.09054005807481e-02
